Title;Abstract;label_included
Imaging biomarker roadmap for cancer studies.;"Imaging biomarkers (IBs) are integral to the routine management of patients with cancer. IBs used daily in oncology include clinical TNM stage, objective response and left ventricular ejection fraction. Other CT, MRI, PET and ultrasonography biomarkers are used extensively in cancer research and drug development. New IBs need to be established either as useful tools for testing research hypotheses in clinical trials and research studies, or as clinical decision-making tools for use in healthcare, by crossing 'translational gaps' through validation and qualification. Important differences exist between IBs and biospecimen-derived biomarkers and, therefore, the development of IBs requires a tailored 'roadmap'. Recognizing this need, Cancer Research UK (CRUK) and the European Organisation for Research and Treatment of Cancer (EORTC) assembled experts to review, debate and summarize the challenges of IB validation and qualification. This consensus group has produced 14 key recommendations for accelerating the clinical translation of IBs, which highlight the role of parallel (rather than sequential) tracks of technical (assay) validation, biological/clinical validation and assessment of cost-effectiveness; the need for IB standardization and accreditation systems; the need to continually revisit IB precision; an alternative framework for biological/clinical validation of IBs; and the essential requirements for multicentre studies to qualify IBs for clinical use.";0
Predictors of Treatment Decisions in Multidisciplinary Oncology Meetings: A Quantitative Observational Study.;BACKGROUND: In many healthcare systems, treatment recommendations for cancer patients are formulated by multidisciplinary tumor boards (MTBs). Evidence suggests that interdisciplinary contributions to case reviews in the meetings are unequal and information-sharing suboptimal, with biomedical information dominating over information on patient comorbidities and psychosocial factors. This study aimed to evaluate how different elements of the decision process affect the teams' ability to reach a decision on first case review. METHODS: This was an observational quantitative assessment of 1045 case reviews from 2010 to 2014 in cancer MTBs using a validated tool, the Metric for the Observation of Decision-making. This tool allows evaluation of the quality of information presentation (case history, radiological, pathological, and psychosocial information, comorbidities, and patient views), and contribution to discussion by individual core specialties (surgeons, oncologists, radiologists, pathologists, and specialist cancer nurses). The teams' ability to reach a decision was a dichotomous outcome variable (yes/no). RESULTS: Using multiple logistic regression analysis, the significant positive predictors of the teams' ability to reach a decision were patient psychosocial information (odds ratio [OR] 1.35) and the inputs of surgeons (OR 1.62), radiologists (OR 1.48), pathologists (OR 1.23), and oncologists (OR 1.13). The significant negative predictors were patient comorbidity information (OR 0.83) and nursing inputs (OR 0.87). CONCLUSIONS: Multidisciplinary inputs into case reviews and patient psychosocial information stimulate decision making, thereby reinforcing the role of MTBs in cancer care in processing such information. Information on patients' comorbidities, as well as nursing inputs, make decision making harder, possibly indicating that a case is complex and requires more detailed review. Research should further define case complexity and determine ways to better integrate patient psychosocial information into decision making.;0
A qualitative study to understand guideline-discordant use of imaging to stage incident prostate cancer.;BACKGROUND: Approximately half of veterans with low-risk prostate cancer receive guideline-discordant imaging. Our objective was to identify and describe (1) physician knowledge, attitudes, and practices related to the use of imaging to stage prostate cancer, (2) patient attitudes and behaviors related to use of imaging, and (3) to compare responses across three VA medical centers (VAMCs). METHODS: A qualitative approach was used to explore patient and provider knowledge and behaviors relating to the use of imaging. We conducted 39 semi-structured interviews total-including 22 interviews with patients with newly diagnosed with prostate cancer and 17 interviews with physicians caring for them-between September 2014 and July 2015 at three VAMCs representing a spectrum of inappropriate imaging rates. After core theoretical concepts were identified, the Theoretical Domains Framework (TDF) was selected to explore linkages between themes within the dataset and existing domains within the framework. Interviews were audio-recorded, transcribed verbatim, and then coded and analyzed using Nvivo software. RESULTS: Themes from patient interviews were categorized within four TDF domains. Patients reported little interest in staging as compared to disease treatment (goals), and many could not remember if they had imaging at all (knowledge). Patients tended to trust their doctor to make decisions about appropriate tests (beliefs about capabilities). Some patients expressed a minor concern for radiation exposure, but anxiety about cancer outcomes outweighed these fears (emotion). Themes from physician interviews were categorized within five TDF domains. Most physicians self-reported that they know and trust imaging guidelines (knowledge) yet some were still likely to follow their own intuition, whether due to clinical suspicion or years of experience (beliefs about capabilities). Additionally, physicians reported that medico-legal concerns, fear of missing associated diagnoses (beliefs about consequences), influence from colleagues who image frequently (social influences), and the facility where they practice influences rates of imaging (environmental context). CONCLUSIONS: Interviews with patients and physicians suggest that physicians are the primary (and in some cases only) decision-makers regarding staging imaging for prostate cancer. This finding suggests a physician-targeted intervention may be the most effective strategy to improve guideline-concordant prostate cancer imaging.;0
Moving Evidence Forward: Addressing the Barriers to Evidence-Based Practice in Radiotherapy.;Improving the quality of care is an ongoing challenge for medical professionals in the Canadian healthcare system. One generally accepted method of improving health outcomes has been the clinical implementation of evidence-based practice. Historically, the barrier in clinical settings has been efficient access to reliable information. Point-of-care (P-O-C) tools have been proven to be effective and help promote evidence-based practice in professions outside radiation therapy. To examine the potential usefulness of a P-O-C tool for radiation therapists, a Canada-wide survey was distributed to practicing radiation therapists. Results showed a clear desire by radiation therapists for a P-O-C tool. Sixty-nine percent of surveyed practitioners stated that having a practitioner-focused evidence resource would change their daily work practice, but stipulated that the proper integration of resources into the day-to-day workplace is crucial to supporting clinical evidence-based decision-making. Study participants also highlighted several barriers to their ability to do so, including access to evidence-based data, differing organizational research philosophies and practices, lack of resources to promote discipline-specific practitioner research, and necessary integration of educational and mentoring programs into daily practices. Although they have not been found to be an all-encompassing remedy, P-O-C tools have the potential to aid front-line healthcare providers in fostering evidence-based practice.;0
Use of Clinical Decision Guidance as a New Public Health Tool for the Medical Management of Internal Contamination in Radiological Mass Casualty Scenarios.;This review is a discussion of special issues associated with the medical and public health management of persons at risk of internal contamination from radionuclides, following various radiological mass-casualty scenarios, as well as definition, discussion and use of the Clinical Decision Guidance (CDG) in such scenarios. Specific medical countermeasures are available for reducing the internal radiation dose and the subsequent stochastic and deterministic risks to persons internally contaminated with radionuclides from nuclear power plant, fuel processing and nuclear weapon accidents/incidents. There is a public health need for rapidly identifying and quantifying the 'source term' of such radiation exposures and assessment of the associated committed doses, so that appropriate medical countermeasure(s) can be given as soon as possible. The CDG, which was initially defined in NCRP-161, was specifically developed to be a new public health tool for facilitating the integration of local community healthcare professionals into the general medical, mass casualty, triage and treatment response of internally contaminated populations.;0
A scoring system basing pathological parameters to predict regional lymph node metastasis after preoperative chemoradiotherapy for locally advanced rectal cancer: implication for local excision.;Local excision is an alternative to radical surgery that is indicated in patients with locally advanced rectal cancer (LARC) who have a good response to chemoradiotherapy (CRT). Regional lymph node status is a major uncertainty during local excision of LARC following CRT. We retrospectively reviewed clinicopathologic variables for 244 patients with LARC who were treated at our institute between December 2000 and December 2013 in order to identify independent predictors of regional lymph node metastasis. Multivariate analysis of the training sample demonstrated that histopathologic type, tumor size, and the presence of lymphovascular invasion were significant predictors of regional nodal metastasis. These variables were then incorporated into a scoring system in which the total scores were calculated based on the points assigned for each parameter. The area under the curve in the receiver operating characteristic analysis was 0.750, and the cutoff value for the total score to predict regional nodal metastasis was 7.5. The sensitivity of our system was 73.2% and the specificity was 69.4%. The sensitivity was 77.8% and the specificity was 51.2% when the scoring system was applied to the testing sample. Using this system, we could accurately predict regional nodal metastases in LARC patients following CRT, which may be useful for stratifying patients in clinical trials and selecting potential candidates for organ-sparing surgery following CRT for LARC.;0
Proceedings of the 3rd IPLeiria's International Health Congress : Leiria, Portugal. 6-7 May 2016.;;0
Implementation of a patient decision aid for men with localized prostate cancer: evaluation of patient outcomes and practice variation.;"BACKGROUND: Men with localized prostate cancer often have unrealistic expectations. Practitioners are poor judges of men's preferences, contributing to preference misdiagnosis and unwarranted practice variation. Patient decision aids (PtDAs) can support men with decisions about localized prostate cancer. This is a comparative case study of two strategies for implementing PtDAs in clinical pathways for men with localized prostate cancer, evaluating (a) PtDA use; (b) impact on men, practitioners, and health system outcomes; and (c) factors influencing sustained use. METHODS/DESIGN: Guided by the Knowledge to Action Framework, this comparative case study will be conducted using administrative data, interviews, and surveys. Cases will be bound by geographic location (one hospital in Ontario; province of Saskatchewan) and time. Eligible participants will be all men newly diagnosed with localized prostate cancer, with outcomes assessed using administrative data and interviews. Nurses, urologists, radiation oncologists, and managers will be surveyed and a smaller sample interviewed. Cases will be established for each setting with findings compared across cases. Changes in the proportions of men given the PtDA over 2 years will be determined from administrative data. Factors associated with receiving the PtDA will be explored using multivariable logistic regression analysis. To assess the impact of the PtDA, outcomes will be described using mean and standard deviation (men's decisional conflict) and frequency and proportions (practitioners consulted, uptake of treatment). To estimate the effect of the PtDA on these outcomes, adjusted mean differences and odds ratios will be calculated using exploratory multivariable general linear regression and binary or multinomial logistic regression. Factors influencing sustained PtDA use will be assessed using descriptive analysis of survey findings and thematic analysis of interview transcripts. DISCUSSION: Determining how to embed PtDAs effectively within clinical pathways for men with localized prostate cancer is essential. PtDAs have the potential to strengthen men's active role in making prostate cancer decisions, enhance uptake of shared decision-making by practitioners, and reduce practice variation. Our team of researchers and knowledge users will use findings to improve current PtDA use and consider scaling-up implementation.";0
Significance of Bioindicators for Early Predictions on Diagnosis and Therapy of Irradiated Minipigs.;Decisions on whether to start a therapeutic intervention for management of the Acute Radiation Syndrome (ARS) should be made early after exposure, and it should be based on readily available clinical signs and laboratory parameters. Here, the authors use the minipig to assess if early prediction of the later developing clinical outcome and necessity of therapeutic interventions can be determined within the first 3 d after exposure and whether it is comparable to human data. Retrospective analysis of data accumulated in the period 2009-2012 was used. Male Gottingen minipigs (age 4-5 mo, weight 9-10 kg) were irradiated (or sham-irradiated) bilaterally with gamma-photons (Co, 0.5-0.6 Gy min) in the dose range of 1.6-12 Gy. Complete blood counts, serum chemistry, and clinical symptoms were collected up to 60 d after irradiation in untreated minipigs. Changes in these early parameters (up to 3 d after exposure) were correlated with later occurrence (10-60 d after irradiation) of (1) hematological severity scores, (2) severe thrombocytopenia, (3) severe neutropenia, as well as need for (4) therapeutic intervention, (5) administration of cytokines/antibiotics, or (6) thrombocyte transfusions. Binary endpoints were analyzed using logistic regression analysis and calculating receiver operating characteristic (ROC) curves. Most predictive were decreased lymphocyte counts and increases in body temperature at 3 h after irradiation. These data corroborate earlier findings performed on human radiation victims suffering from severe hematological syndrome and provide further evidence for the suitability of the minipig model as a potential alternative non-rodent animal model.;0
The Physician Recommendation Coding System (PhyReCS): A Reliable and Valid Method to Quantify the Strength of Physician Recommendations During Clinical Encounters.;BACKGROUND: Physicians' recommendations affect patients' treatment choices. However, most research relies on physicians' or patients' retrospective reports of recommendations, which offer a limited perspective and have limitations such as recall bias. OBJECTIVE: To develop a reliable and valid method to measure the strength of physician recommendations using direct observation of clinical encounters. METHODS: Clinical encounters (n = 257) were recorded as part of a larger study of prostate cancer decision making. We used an iterative process to create the 5-point Physician Recommendation Coding System (PhyReCS). To determine reliability, research assistants double-coded 50 transcripts. To establish content validity, we used 1-way analyses of variance to determine whether relative treatment recommendation scores differed as a function of which treatment patients received. To establish concurrent validity, we examined whether patients' perceived treatment recommendations matched our coded recommendations. RESULTS: The PhyReCS was highly reliable (Krippendorf's alpha = 0.89, 95% CI [0.86, 0.91]). The average relative treatment recommendation score for each treatment was higher for individuals who received that particular treatment. For example, the average relative surgery recommendation score was higher for individuals who received surgery versus radiation (mean difference = 0.98, SE = 0.18, P < 0.001) or active surveillance (mean difference = 1.10, SE = 0.14, P < 0.001). Patients' perceived recommendations matched coded recommendations 81% of the time. CONCLUSION: The PhyReCS is a reliable and valid way to capture the strength of physician recommendations. We believe that the PhyReCS would be helpful for other researchers who wish to study physician recommendations, an important part of patient decision making.;0
Management and Care of Women With Invasive Cervical Cancer: American Society of Clinical Oncology Resource-Stratified Clinical Practice Guideline.;"PURPOSE: To provide evidence-based, resource-stratified global recommendations to clinicians and policymakers on the management and palliative care of women diagnosed with invasive cervical cancer. METHODS: ASCO convened a multidisciplinary, multinational panel of cancer control, medical and radiation oncology, health economic, obstetric and gynecologic, and palliative care experts to produce recommendations reflecting resource-tiered settings. A systematic review of literature from 1966 to 2015 failed to yield sufficiently strong quality evidence to support basic- and limited-resource setting recommendations; a formal consensus-based process was used to develop recommendations. A modified ADAPTE process was also used to adapt recommendations from existing guidelines. RESULTS: Five existing sets of guidelines were identified and reviewed, and adapted recommendations form the evidence base. Eight systematic reviews, along with cost-effectiveness analyses, provided indirect evidence to inform the consensus process, which resulted in agreement of 75% or greater. RECOMMENDATIONS: Clinicians and planners should strive to provide access to the most effective evidence-based antitumor and palliative care interventions. If a woman cannot access these within her own or neighboring country or region, she may need to be treated with lower-tier modalities, depending on capacity and resources for surgery, chemotherapy, radiation therapy, and supportive and palliative care. For women with early-stage cervical cancer in basic settings, cone biopsy or extrafascial hysterectomy may be performed. Fertility-sparing procedures or modified radical or radical hysterectomy may be additional options in nonbasic settings. Combinations of surgery, chemotherapy, and radiation therapy (including brachytherapy) should be used for women with stage IB to IVA disease, depending on available resources. Pain control is a vital component of palliative care. Additional information is available at www.asco.org/rs-cervical-cancer-treatment-guideline and www.asco.org/guidelineswiki. It is the view of ASCO that health care providers and health care system decision makers should be guided by the recommendations for the highest stratum of resources available. The guideline is intended to complement but not replace local guidelines.";0
Optimization of stereotactic body radiotherapy treatment planning using a multicriteria optimization algorithm.;PURPOSE: To provide high-quality and efficient dosimetric planning for various types of stereotactic body radiotherapy (SBRT) for tumor treatment using a multicriteria optimization (MCO) technique fine-tuned with direct machine parameter optimization (DMPO). METHODS AND MATERIALS: Eighteen patients with lung (n=11), liver (n=5) or adrenal cell cancer (n=2) were treated using SBRT in our clinic between December 2014 and June 2015. Plans were generated using the RayStation Treatment Planning System (TPS) with the VMAT technique. Optimal deliverable SBRT plans were first generated using an MCO algorithm to find a well-balanced tradeoff between tumor control and normal tissue sparing in an efficient treatment planning time. Then, the deliverable plan was post-processed using the MCO solution as the starting point for the DMPO algorithm to improve the dose gradient around the planning target volume (PTV) while maintaining the clinician's priorities. The dosimetric quality of the plans was evaluated using dose-volume histogram (DVH) parameters, which account for target coverage and the sparing of healthy tissue, as well as the CI100 and CI50 conformity indexes. RESULTS: Using a combination of the MCO and DMPO algorithms showed that the treatment plans were clinically optimal and conformed to all organ risk dose volume constraints reported in the literature, with a computation time of approximately one hour. The coverage of the PTV (D99% and D95%) and sparing of organs at risk (OAR) were similar between the MCO and MCO+DMPO plans, with no significant differences (p>0.05) for all the SBRT plans. The average CI100 and CI50 values using MCO+DMPO were significantly better than those with MCO alone (p<0.05). CONCLUSIONS: The MCO technique allows for convergence on an optimal solution for SBRT within an efficient planning time. The combination of the MCO and DMPO techniques yields a better dose gradient, especially for lung tumors.;0
Implementation of a rapid learning platform: Predicting 2-year survival in laryngeal carcinoma patients in a clinical setting.;BACKGROUND AND PURPOSE: To improve quality and personalization of oncology health care, decision aid tools are needed to advise physicians and patients. The aim of this work is to demonstrate the clinical relevance of a survival prediction model as a first step to multi institutional rapid learning and compare this to a clinical trial dataset. MATERIALS AND METHODS: Data extraction and mining tools were used to collect uncurated input parameters from Illawarra Cancer Care Centre's (clinical cohort) oncology information system. Prognosis categories previously established from the Maastricht Radiation Oncology (training cohort) dataset, were applied to the clinical cohort and the radiotherapy only arm of the RTOG-9111 (trial cohort). RESULTS: Data mining identified 125 laryngeal carcinoma patients, ending up with 52 patients in the clinical cohort who were eligible to be evaluated by the model to predict 2-year survival and 177 for the trial cohort. The model was able to classify patients and predict survival in the clinical cohort, but for the trial cohort it failed to do so. CONCLUSIONS: The technical infrastructure and model is able to support the prognosis prediction of laryngeal carcinoma patients in a clinical cohort. The model does not perform well for the highly selective patient population in the trial cohort.;0
Establishing Cost-Effective Allocation of Proton Therapy for Breast Irradiation.;PURPOSE: Cardiac toxicity due to conventional breast radiation therapy (RT) has been extensively reported, and it affects both the life expectancy and quality of life of affected women. Given the favorable oncologic outcomes in most women irradiated for breast cancer, it is increasingly paramount to minimize treatment side effects and improve survivorship for these patients. Proton RT offers promise in limiting heart dose, but the modality is costly and access is limited. Using cost-effectiveness analysis, we provide a decision-making tool to help determine which breast cancer patients may benefit from proton RT referral. METHODS AND MATERIALS: A Markov cohort model was constructed to compare the cost-effectiveness of proton versus photon RT for breast cancer management. The model was analyzed for different strata of women based on age (40 years, 50 years, and 60 years) and the presence or lack of cardiac risk factors (CRFs). Model entrants could have 1 of 3 health states: healthy, alive with coronary heart disease (CHD), or dead. Base-case analysis assumed CHD was managed medically. No difference in tumor control was assumed between arms. Probabilistic sensitivity analysis was performed to test model robustness and the influence of including catheterization as a downstream possibility within the health state of CHD. RESULTS: Proton RT was not cost-effective in women without CRFs or a mean heart dose (MHD) <5 Gy. Base-case analysis noted cost-effectiveness for proton RT in women with >/=1 CRF at an approximate minimum MHD of 6 Gy with a willingness-to-pay threshold of $100,000/quality-adjusted life-year. For women with >/=1 CRF, probabilistic sensitivity analysis noted the preference of proton RT for an MHD >/=5 Gy with a similar willingness-to-pay threshold. CONCLUSIONS: Despite the cost of treatment, scenarios do exist whereby proton therapy is cost-effective. Referral for proton therapy may be cost-effective for patients with >/=1 CRF in cases for which photon plans are unable to achieve an MHD <5 Gy.;0
Personalized treatment planning with a model of radiation therapy outcomes for use in multiobjective optimization of IMRT plans for prostate cancer.;PURPOSE: To build a new treatment planning approach that extends beyond radiation transport and IMRT optimization by modeling the radiation therapy process and prognostic indicators for more outcome-focused decision making. METHODS: An in-house treatment planning system was modified to include multiobjective inverse planning, a probabilistic outcome model, and a multi-attribute decision aid. A genetic algorithm generated a set of plans embodying trade-offs between the separate objectives. An influence diagram network modeled the radiation therapy process of prostate cancer using expert opinion, results of clinical trials, and published research. A Markov model calculated a quality adjusted life expectancy (QALE), which was the endpoint for ranking plans. RESULTS: The Multiobjective Evolutionary Algorithm (MOEA) was designed to produce an approximation of the Pareto Front representing optimal tradeoffs for IMRT plans. Prognostic information from the dosimetrics of the plans, and from patient-specific clinical variables were combined by the influence diagram. QALEs were calculated for each plan for each set of patient characteristics. Sensitivity analyses were conducted to explore changes in outcomes for variations in patient characteristics and dosimetric variables. The model calculated life expectancies that were in agreement with an independent clinical study. CONCLUSIONS: The radiation therapy model proposed has integrated a number of different physical, biological and clinical models into a more comprehensive model. It illustrates a number of the critical aspects of treatment planning that can be improved and represents a more detailed description of the therapy process. A Markov model was implemented to provide a stronger connection between dosimetric variables and clinical outcomes and could provide a practical, quantitative method for making difficult clinical decisions.;0
Technical Note: Relationships between gamma criteria and action levels: Results of a multicenter audit of gamma agreement index results.;PURPOSE: The aim of this work was to use a multicenter audit of modulated radiotherapy quality assurance (QA) data to provide a practical examination of gamma evaluation criteria and action level selection. The use of the gamma evaluation method for patient-specific pretreatment QA is widespread, with most commercial solutions implementing the method. METHODS: Gamma agreement indices were calculated using the criteria 1%/1 mm, 2%/2 mm, 2%/3 mm, 3%/2 mm, 3%/3 mm, and 5%/3 mm for 1265 pretreatment QA measurements, planned at seven treatment centers, using four different treatment planning systems, delivered using three different delivery systems (intensity-modulated radiation therapy, volumetric-modulated arc therapy, and helical tomotherapy) and measured using three different dose measurement systems. The sensitivity of each pair of gamma criteria was evaluated relative to the gamma agreement indices calculated using 3%/3 mm. RESULTS: A linear relationship was observed for 2%/2 mm, 2%/3 mm, and 3%/2 mm. This result implies that most beams failing at 3%/3 mm would also fail for those criteria, if the action level was adjusted appropriately. Some borderline plans might be passed or failed depending on the relative priority (tighter tolerance) used for dose difference or distance to agreement evaluation. Dosimeter resolution and treatment modality were found to have a smaller effect on the results of QA measurements than the number of dimensions (2D or 3D) over which the gamma evaluation was calculated. CONCLUSIONS: This work provides a method (and a large sample of results) for calculating equivalent action levels for different gamma evaluation criteria. This work constitutes a valuable guide for clinical decision making and a means to compare published gamma evaluation results from studies using different evaluation criteria. More generally, the data provided by this work support the recommendation that gamma criteria that specifically prioritize the property of greatest clinical importance for each treatment modality of anatomical site should be selected when using gamma evaluations for modulated radiotherapy QA. It is therefore suggested that departments using the gamma evaluation as a QA analysis tool should consider the relative importance of dose difference and distance to agreement, when selecting gamma evaluation criteria.;0
Detection of Local Cancer Recurrence After Stereotactic Ablative Radiation Therapy for Lung Cancer: Physician Performance Versus Radiomic Assessment.;PURPOSE: Stereotactic ablative radiation therapy (SABR) is a guideline-specified treatment option for early-stage lung cancer. However, significant posttreatment fibrosis can occur and obfuscate the detection of local recurrence. The goal of this study was to assess physician ability to detect timely local recurrence and to compare physician performance with a radiomics tool. METHODS AND MATERIALS: Posttreatment computed tomography (CT) scans (n=182) from 45 patients treated with SABR (15 with local recurrence matched to 30 with no local recurrence) were used to measure physician and radiomic performance in assessing response. Scans were individually scored by 3 thoracic radiation oncologists and 3 thoracic radiologists, all of whom were blinded to clinical outcomes. Radiomic features were extracted from the same images. Performances of the physician assessors and the radiomics signature were compared. RESULTS: When taking into account all CT scans during the whole follow-up period, median sensitivity for physician assessment of local recurrence was 83% (range, 67%-100%), and specificity was 75% (range, 67%-87%), with only moderate interobserver agreement (kappa = 0.54) and a median time to detection of recurrence of 15.5 months. When determining the early prediction of recurrence within <6 months after SABR, physicians assessed the majority of images as benign injury/no recurrence, with a mean error of 35%, false positive rate (FPR) of 1%, and false negative rate (FNR) of 99%. At the same time point, a radiomic signature consisting of 5 image-appearance features demonstrated excellent discrimination, with an area under the receiver operating characteristic curve of 0.85, classification error of 24%, FPR of 24%, and FNR of 23%. CONCLUSIONS: These results suggest that radiomics can detect early changes associated with local recurrence that are not typically considered by physicians. This decision support system could potentially allow for early salvage therapy of patients with local recurrence after SABR.;0
Imaging texture analysis for automated prediction of lung cancer recurrence after stereotactic radiotherapy.;Benign radiation-induced lung injury (RILI) is not uncommon following stereotactic ablative radiotherapy (SABR) for lung cancer and can be difficult to differentiate from tumor recurrence on follow-up imaging. We previously showed the ability of computed tomography (CT) texture analysis to predict recurrence. The aim of this study was to evaluate and compare the accuracy of recurrence prediction using manual region-of-interest segmentation to that of a semiautomatic approach. We analyzed 22 patients treated for 24 lesions (11 recurrences, 13 RILI). Consolidative and ground-glass opacity (GGO) regions were manually delineated. The longest axial diameter of the consolidative region on each post-SABR CT image was measured. This line segment is routinely obtained as part of the clinical imaging workflow and was used as input to automatically delineate the consolidative region and subsequently derive a periconsolidative region to sample GGO tissue. Texture features were calculated, and at two to five months post-SABR, the entropy texture measure within the semiautomatic segmentations showed prediction accuracies [areas under the receiver operating characteristic curve (AUC): 0.70 to 0.73] similar to those of manual GGO segmentations (AUC: 0.64). After integration into the clinical workflow, this decision support system has the potential to support earlier salvage for patients with recurrence and fewer investigations of benign RILI.;0
Preablative Stimulated Thyroglobulin Correlates to New Therapy Response System in Differentiated Thyroid Cancer.;"CONTEXT: Studies suggested a potential value of preablative stimulated thyroglobulin (ps-Tg) on predicting the recurrent and persistent diseases of differentiated thyroid cancer, whereas its correlations with therapeutic response remain uncertain. OBJECTIVE: To establish the correlation between ps-Tg and therapeutic response proposed in 2015 American Thyroid Association guidelines, and calculate a cutoff ps-Tg threshold for predicting a poor response. DESIGN/SETTING: Patients who underwent total thyroidectomy and radioactive iodine therapy in a university hospital participated in this retrospective study. PATIENTS: Totally, 452 patients with differentiated thyroid cancer were followed for a median of 38 months and were divided into three groups in terms of ps-Tg level: group 1, less than 1 ng/ml (n = 82); group 2, 1-10 ng/ml (n = 173); and group 3, at least 10 ng/ml (n = 197). MAIN OUTCOME MEASURE: Clinical outcomes were assessed based on response to therapy restaging system, dividing responses into excellent, indeterminate, biomedical incomplete, and structural incomplete (SIR). RESULTS: Therapeutic responses could be obviously distinguished by different ps-Tg strata. SIR was identified in none of group 1, 1.73% of group 2, and 42.74% of group 3, respectively (chi(2) = 123.037, P < .001). A cutoff value of ps-Tg at 26.75 ng/ml was obtained by receiver operating characteristic curve for differentiating SIR from either excellent, indeterminate, or biomedical incomplete responses. The area under curve was 0.947 and negative predictive value was 96.99%. Ps-Tg was an independent predictive variable of SIR (odds ratio, 42.312; P < .001). CONCLUSIONS: Ps-Tg has a great performance in predicting therapeutic response and providing incremental value for decision making of radioactive iodine therapy, especially for patients with high ps-Tg level.";0
Physical examination of the female cancer patient with sexual concerns: What oncologists and patients should expect from consultation with a specialist.;"Answer questions and earn CME/CNE Sexual concerns are prevalent in women with cancer or cancer history and are a factor in patient decision making about cancer treatment and risk-reduction options. Physical examination of the female cancer patient with sexual concerns, regardless of the type or site of her cancer, is an essential and early component of a comprehensive evaluation and effective treatment plan. Specialized practices are emerging that focus specifically on evaluation and treatment of women with cancer and sexual function problems. As part of a specialized evaluation, oncologists and their patients should expect a thorough physical examination to identify or rule out physical causes of sexual problems or dysfunction. This review provides oncology professionals with a description of the physical examination of the female cancer patient with sexual function concerns. This description aims to inform anticipatory guidance for the patient and to assist in interpreting specialists' findings and recommendations. In centers or regions where specialized care is not yet available, this review can also be used by oncology practices to educate and support health care providers interested in expanding their practices to treat women with cancer and sexual function concerns. CA Cancer J Clin 2016;66:241-263. (c) 2016 American Cancer Society.";0
Decision support systems for personalized and participative radiation oncology.;A paradigm shift from current population based medicine to personalized and participative medicine is underway. This transition is being supported by the development of clinical decision support systems based on prediction models of treatment outcome. In radiation oncology, these models 'learn' using advanced and innovative information technologies (ideally in a distributed fashion - please watch the animation: http://youtu.be/ZDJFOxpwqEA) from all available/appropriate medical data (clinical, treatment, imaging, biological/genetic, etc.) to achieve the highest possible accuracy with respect to prediction of tumor response and normal tissue toxicity. In this position paper, we deliver an overview of the factors that are associated with outcome in radiation oncology and discuss the methodology behind the development of accurate prediction models, which is a multi-faceted process. Subsequent to initial development/validation and clinical introduction, decision support systems should be constantly re-evaluated (through quality assurance procedures) in different patient datasets in order to refine and re-optimize the models, ensuring the continuous utility of the models. In the reasonably near future, decision support systems will be fully integrated within the clinic, with data and knowledge being shared in a standardized, dynamic, and potentially global manner enabling truly personalized and participative medicine.;0
Impact of vision loss among survivors of childhood central nervous system astroglial tumors.;"BACKGROUND: The impact of impaired vision on cognitive and psychosocial outcomes among long-term survivors of childhood low-grade gliomas has not been investigated previously but could inform therapeutic decision making. METHODS: Data from the Childhood Cancer Survivor Study were used to investigate psychological outcomes (measures of cognitive/emotional function) and socioeconomic outcomes (education, income, employment, marital status, and independent living) among astroglial tumor survivors grouped by 1) vision without impairment, 2) vision with impairment (including unilateral blindness, visual field deficits, and amblyopia), or 3) bilateral blindness. The effect of vision status on outcomes was examined with multivariate logistic regression with adjustments for age, sex, cranial radiation therapy, and medical comorbidities. RESULTS: Among 1233 survivors of childhood astroglial tumors 5 or more years after their diagnosis, 277 (22.5%) had visual impairment. In a multivariate analysis, survivors with bilateral blindness were more likely to be unmarried (adjusted odds ratio (OR), 4.7; 95% confidence interval [CI], 1.5-15.0), live with a caregiver (adjusted OR, 3.1; 95% CI, 1.3-7.5), and be unemployed (adjusted OR, 2.2; 95% CI, 1.1-4.5) in comparison with those without visual impairment. Bilateral blindness had no measurable effect on cognitive or emotional outcomes, and vision with impairment was not significantly associated with any psychological or socioeconomic outcomes. CONCLUSIONS: Adult survivors of childhood astroglial tumors with bilateral blindness were more likely to live unmarried and dependently and to be unemployed. Survivors with visual impairment but some remaining vision did not differ significantly with respect to psychological function and socioeconomic status from those without visual impairment. Cancer 2016;122:730-739. (c) 2016 American Cancer Society.";0
Standardized data collection to build prediction models in oncology: a prototype for rectal cancer.;The advances in diagnostic and treatment technology are responsible for a remarkable transformation in the internal medicine concept with the establishment of a new idea of personalized medicine. Inter- and intra-patient tumor heterogeneity and the clinical outcome and/or treatment's toxicity's complexity, justify the effort to develop predictive models from decision support systems. However, the number of evaluated variables coming from multiple disciplines: oncology, computer science, bioinformatics, statistics, genomics, imaging, among others could be very large thus making traditional statistical analysis difficult to exploit. Automated data-mining processes and machine learning approaches can be a solution to organize the massive amount of data, trying to unravel important interaction. The purpose of this paper is to describe the strategy to collect and analyze data properly for decision support and introduce the concept of an 'umbrella protocol' within the framework of 'rapid learning healthcare'.;0
